Store ID,Product ID,Units Sold_x,Sales Revenue (USD)_x,Discount Percentage,Marketing Spend (USD)_x,Store Location,Product Category,Day of the Week,Holiday Effect,Year,Month,Day,Season,Clothing Subcategory
Spearsland,24102292,4,3797.6,0,0,Colombia,Clothing,Wednesday,FALSE,2022,4,13,Spring,Kids
Spearsland,29925957,6,3694.38,0,11,Colombia,Clothing,Thursday,FALSE,2023,4,13,Spring,Women's
Spearsland,8914811,1,268.49,10,108,Colombia,Clothing,Friday,FALSE,2022,11,11,Fall,Women's
Spearsland,71215150,6,4861.86,0,137,Colombia,Clothing,Saturday,FALSE,2023,3,18,Spring,Men's
Spearsland,73978756,4,657.84,0,0,Colombia,Clothing,Tuesday,FALSE,2023,3,21,Spring,Men's
Spearsland,8914811,3,894.96,0,111,Colombia,Clothing,Monday,FALSE,2023,4,17,Spring,Kids
Spearsland,18794205,13,8936.07,0,197,Colombia,Clothing,Tuesday,FALSE,2023,1,17,Winter,Women's
Spearsland,18794205,10,6873.9,0,188,Colombia,Clothing,Sunday,FALSE,2022,4,10,Spring,Kids
Spearsland,24102292,10,9494,0,0,Comoros,Clothing,Monday,FALSE,2022,6,27,Summer,Women's
Spearsland,22928719,5,654.1,0,0,Comoros,Clothing,Wednesday,FALSE,2023,11,15,Fall,Women's
Spearsland,18794205,6,4124.34,0,0,Comoros,Clothing,Wednesday,FALSE,2023,7,19,Summer,Men's
Spearsland,24102292,3,2420.97,15,49,Comoros,Clothing,Monday,FALSE,2022,2,7,Winter,Women's
Spearsland,93691949,5,2595.45,0,64,Comoros,Clothing,Saturday,FALSE,2023,2,18,Winter,Women's
Spearsland,18794205,10,6873.9,0,104,Comoros,Clothing,Sunday,FALSE,2022,2,6,Winter,Men's
Spearsland,18794205,10,6186.51,10,0,Comoros,Clothing,Wednesday,FALSE,2022,6,1,Summer,Kids
Spearsland,29925957,6,3694.38,0,0,Comoros,Clothing,Friday,FALSE,2023,2,10,Winter,Men's
Spearsland,18794205,12,8248.68,0,197,Comoros,Clothing,Thursday,FALSE,2022,6,23,Summer,Women's
Spearsland,8914811,14,4176.48,0,126,Comoros,Clothing,Sunday,FALSE,2022,5,29,Spring,Men's
Spearsland,24102292,1,806.99,15,158,Comoros,Clothing,Sunday,FALSE,2023,12,10,Winter,Men's
Spearsland,73978756,2,328.92,0,0,Comoros,Clothing,Friday,FALSE,2022,11,11,Fall,Men's
Spearsland,71215150,4,3241.24,0,0,Comoros,Clothing,Tuesday,FALSE,2022,11,29,Fall,Women's
Spearsland,29925957,9,5541.57,0,0,Comoros,Clothing,Friday,FALSE,2023,7,7,Summer,Men's
Spearsland,73978756,3,468.71,5,155,Comoros,Clothing,Tuesday,FALSE,2022,11,29,Fall,Women's
Spearsland,18794205,3,1752.84,15,138,Comoros,Clothing,Sunday,FALSE,2023,1,29,Winter,Kids
Spearsland,93691949,2,986.27,5,87,Comoros,Clothing,Saturday,FALSE,2022,11,26,Fall,Men's
Spearsland,22928719,7,869.95,5,99,Comoros,Clothing,Tuesday,FALSE,2022,2,22,Winter,Women's
Spearsland,93691949,3,1557.27,0,0,Comoros,Clothing,Friday,FALSE,2023,10,27,Fall,Men's
Spearsland,71215150,9,6198.87,15,122,Comoros,Clothing,Saturday,FALSE,2022,4,23,Spring,Kids
Spearsland,71215150,5,4051.55,0,155,Comoros,Clothing,Wednesday,FALSE,2022,3,9,Spring,Women's
Spearsland,24102292,3,2848.2,0,98,Comoros,Clothing,Sunday,FALSE,2022,4,24,Spring,Kids
Spearsland,24102292,5,4747,0,121,Comoros,Clothing,Sunday,FALSE,2022,3,27,Spring,Women's
Spearsland,8914811,5,1491.6,0,14,Comoros,Clothing,Thursday,FALSE,2023,3,9,Spring,Men's
Spearsland,8914811,9,2684.88,0,0,Comoros,Clothing,Friday,FALSE,2023,8,4,Summer,Women's
Spearsland,56183269,4,2445.88,0,118,Comoros,Clothing,Saturday,FALSE,2023,8,26,Summer,Women's
Spearsland,93691949,6,3114.54,0,155,Comoros,Clothing,Tuesday,FALSE,2023,8,8,Summer,Kids
Spearsland,93691949,9,3971.04,15,0,Comoros,Clothing,Sunday,FALSE,2022,4,10,Spring,Women's
Spearsland,8914811,10,2983.2,0,146,Comoros,Clothing,Thursday,FALSE,2023,9,14,Fall,Women's
Spearsland,29925957,3,1847.19,0,28,Comoros,Clothing,Thursday,FALSE,2022,8,18,Summer,Women's
Spearsland,71215150,3,2066.29,15,0,Comoros,Clothing,Thursday,FALSE,2022,9,8,Fall,Men's
Spearsland,93691949,5,2595.45,0,84,Comoros,Clothing,Tuesday,FALSE,2023,10,10,Fall,Kids
Spearsland,93691949,8,4152.72,0,0,Congo,Clothing,Sunday,TRUE,2022,12,25,Winter,Kids
Spearsland,18794205,6,4124.34,0,23,Congo,Clothing,Saturday,FALSE,2022,12,10,Winter,Kids
Spearsland,18794205,6,4124.34,0,72,Congo,Clothing,Tuesday,FALSE,2022,3,15,Spring,Men's
Spearsland,29925957,4,2462.92,0,0,Congo,Clothing,Wednesday,FALSE,2023,5,10,Spring,Women's
Spearsland,93691949,9,4671.81,0,0,Congo,Clothing,Saturday,FALSE,2023,4,8,Spring,Men's
Spearsland,8914811,4,1193.28,0,14,Congo,Clothing,Monday,FALSE,2023,2,13,Winter,Kids
Spearsland,22928719,3,313.97,20,180,Congo,Clothing,Wednesday,FALSE,2023,7,5,Summer,Kids
Spearsland,93691949,3,1479.41,5,61,Congo,Clothing,Thursday,FALSE,2022,10,20,Fall,Women's
Spearsland,8914811,1,298.32,0,158,Congo,Clothing,Wednesday,FALSE,2023,11,8,Fall,Women's
Spearsland,56183269,4,2445.88,0,0,Congo,Clothing,Sunday,FALSE,2023,9,24,Fall,Women's
Spearsland,56183269,9,4402.58,20,85,Congo,Clothing,Sunday,FALSE,2022,5,8,Spring,Kids
Spearsland,29925957,7,4094.6,5,159,Congo,Clothing,Monday,FALSE,2023,7,3,Summer,Kids
Spearsland,18794205,5,3436.95,0,0,Congo,Clothing,Thursday,FALSE,2023,7,20,Summer,Men's
Spearsland,93691949,3,1557.27,0,187,Congo,Clothing,Tuesday,FALSE,2023,7,18,Summer,Kids
Spearsland,73978756,6,986.76,0,0,Congo,Clothing,Sunday,FALSE,2022,3,20,Spring,Kids
Spearsland,8914811,7,2088.24,0,104,Congo,Clothing,Tuesday,FALSE,2022,1,11,Winter,Men's
Spearsland,71215150,4,3241.24,0,0,Congo,Clothing,Tuesday,FALSE,2023,2,14,Winter,Men's
Spearsland,29925957,8,4925.84,0,88,Congo,Clothing,Monday,FALSE,2023,3,27,Spring,Men's
Spearsland,22928719,3,372.84,5,176,Congo,Clothing,Friday,FALSE,2023,2,17,Winter,Men's
Spearsland,93691949,6,3114.54,0,144,Congo,Clothing,Wednesday,FALSE,2022,5,18,Spring,Women's
Spearsland,24102292,2,1898.8,0,134,Congo,Clothing,Sunday,FALSE,2023,10,1,Fall,Women's
Spearsland,93691949,3,1557.27,0,0,Congo,Clothing,Monday,FALSE,2023,8,7,Summer,Women's
Spearsland,29925957,11,6095.73,10,0,Congo,Clothing,Saturday,FALSE,2022,3,26,Spring,Women's
Spearsland,93691949,3,1557.27,0,0,Congo,Clothing,Wednesday,FALSE,2023,8,23,Summer,Kids
Spearsland,71215150,1,810.31,0,27,Congo,Clothing,Thursday,FALSE,2023,5,11,Spring,Women's
Spearsland,29925957,7,4310.11,0,175,Congo,Clothing,Friday,FALSE,2022,1,28,Winter,Men's
Spearsland,24102292,10,9494,0,132,Congo,Clothing,Wednesday,FALSE,2022,4,6,Spring,Women's
Spearsland,93691949,13,6748.17,0,137,Congo,Clothing,Monday,FALSE,2023,4,17,Spring,Kids
Spearsland,18794205,2,1374.78,0,20,Congo,Clothing,Sunday,FALSE,2022,2,27,Winter,Kids
Spearsland,29925957,5,3078.65,0,0,Congo,Clothing,Monday,FALSE,2022,8,29,Summer,Men's
Spearsland,18794205,4,2749.56,0,0,Congo,Clothing,Saturday,FALSE,2022,7,16,Summer,Kids
Spearsland,22928719,12,1569.84,0,0,Congo,Clothing,Saturday,FALSE,2023,5,20,Spring,Women's
Spearsland,8914811,3,894.96,0,23,Congo,Clothing,Saturday,FALSE,2023,12,30,Winter,Kids
Spearsland,71215150,7,5672.17,0,0,Congo,Clothing,Sunday,FALSE,2022,4,10,Spring,Women's
Spearsland,56183269,6,3485.38,5,147,Congo,Clothing,Monday,FALSE,2023,5,22,Spring,Men's
Spearsland,73978756,7,1151.22,0,0,Congo,Clothing,Wednesday,FALSE,2022,5,25,Spring,Men's
Spearsland,93691949,1,519.09,0,0,Congo,Clothing,Saturday,FALSE,2023,2,4,Winter,Kids
Spearsland,24102292,4,3797.6,0,0,Congo,Clothing,Thursday,FALSE,2022,6,30,Summer,Women's
Spearsland,18794205,5,3436.95,0,46,Congo,Clothing,Saturday,FALSE,2022,5,28,Spring,Women's
Spearsland,71215150,12,9723.72,0,0,Congo,Clothing,Sunday,FALSE,2022,5,22,Spring,Kids
Spearsland,8914811,12,2863.87,20,0,Congo,Clothing,Saturday,FALSE,2023,9,2,Fall,Men's
Spearsland,93691949,7,3633.63,0,0,Congo,Clothing,Sunday,FALSE,2022,5,1,Spring,Kids
Spearsland,29925957,4,2462.92,0,0,Congo,Clothing,Saturday,FALSE,2022,10,15,Fall,Men's
Spearsland,22928719,6,784.92,0,0,Congo,Clothing,Wednesday,FALSE,2022,5,25,Spring,Men's
Spearsland,73978756,14,2302.44,0,0,Congo,Clothing,Friday,FALSE,2022,7,8,Summer,Women's
Spearsland,93691949,9,4438.22,5,0,Congo,Clothing,Thursday,FALSE,2023,6,8,Summer,Women's
Spearsland,73978756,1,164.46,0,0,Congo,Clothing,Thursday,FALSE,2023,6,8,Summer,Women's
Spearsland,18794205,6,4124.34,0,104,Cook Islands,Clothing,Saturday,FALSE,2022,10,29,Fall,Men's
Spearsland,24102292,12,11392.8,0,0,Cook Islands,Clothing,Friday,FALSE,2023,6,23,Summer,Women's
Spearsland,22928719,9,1177.38,0,173,Cook Islands,Clothing,Tuesday,FALSE,2022,2,8,Winter,Kids
Spearsland,18794205,4,2749.56,0,0,Cook Islands,Clothing,Sunday,FALSE,2022,11,20,Fall,Kids
Spearsland,56183269,3,1834.41,0,115,Cook Islands,Clothing,Saturday,FALSE,2023,1,14,Winter,Kids
Spearsland,73978756,14,2302.44,0,165,Cook Islands,Clothing,Saturday,FALSE,2022,8,27,Summer,Women's
Spearsland,56183269,7,4280.29,0,0,Cook Islands,Clothing,Wednesday,FALSE,2023,8,30,Summer,Women's
Spearsland,24102292,12,11392.8,0,100,Cook Islands,Clothing,Saturday,FALSE,2022,4,16,Spring,Women's
Spearsland,18794205,4,2749.56,0,0,Cook Islands,Clothing,Tuesday,FALSE,2023,11,21,Fall,Women's
Spearsland,93691949,5,2465.68,5,109,Cook Islands,Clothing,Monday,FALSE,2022,9,5,Fall,Women's
Spearsland,29925957,6,3694.38,0,107,Cook Islands,Clothing,Wednesday,FALSE,2023,9,6,Fall,Kids
Spearsland,29925957,7,4310.11,0,0,Cook Islands,Clothing,Thursday,FALSE,2022,11,3,Fall,Women's
Spearsland,18794205,7,4811.73,0,0,Cook Islands,Clothing,Friday,FALSE,2023,7,7,Summer,Women's
Spearsland,29925957,9,5541.57,0,0,Cook Islands,Clothing,Wednesday,FALSE,2023,7,5,Summer,Women's
Spearsland,22928719,3,392.46,0,119,Cook Islands,Clothing,Friday,FALSE,2023,3,31,Spring,Kids
Spearsland,18794205,4,2337.13,15,0,Cook Islands,Clothing,Monday,FALSE,2022,12,19,Winter,Women's
Spearsland,93691949,2,1038.18,0,0,Cook Islands,Clothing,Tuesday,FALSE,2022,9,27,Fall,Women's
Spearsland,71215150,3,2430.93,0,0,Cook Islands,Clothing,Thursday,FALSE,2023,7,27,Summer,Men's
Spearsland,56183269,3,1650.97,10,0,Cook Islands,Clothing,Tuesday,FALSE,2022,3,22,Spring,Men's
Spearsland,8914811,3,894.96,0,147,Cook Islands,Clothing,Saturday,FALSE,2023,3,25,Spring,Kids
Spearsland,18794205,4,2749.56,0,0,Cook Islands,Clothing,Monday,FALSE,2023,5,15,Spring,Men's
Spearsland,56183269,6,3668.82,0,160,Cook Islands,Clothing,Monday,FALSE,2023,6,5,Summer,Women's
Spearsland,22928719,3,392.46,0,47,Cook Islands,Clothing,Friday,FALSE,2022,10,28,Fall,Women's
Spearsland,18794205,1,687.39,0,11,Cook Islands,Clothing,Friday,FALSE,2023,12,29,Winter,Women's
Spearsland,22928719,13,1700.66,0,0,Costa Rica,Clothing,Thursday,FALSE,2023,5,25,Spring,Women's
Spearsland,93691949,2,1038.18,0,175,Costa Rica,Clothing,Wednesday,FALSE,2022,11,30,Fall,Men's
Spearsland,18794205,13,8936.07,0,170,Costa Rica,Clothing,Wednesday,FALSE,2023,8,16,Summer,Men's
Spearsland,22928719,3,333.59,15,88,Costa Rica,Clothing,Monday,FALSE,2022,6,20,Summer,Men's
Spearsland,73978756,3,419.37,15,122,Costa Rica,Clothing,Sunday,FALSE,2022,3,13,Spring,Women's
Spearsland,22928719,2,261.64,0,24,Costa Rica,Clothing,Tuesday,FALSE,2023,8,29,Summer,Men's
Spearsland,24102292,5,4747,0,0,Costa Rica,Clothing,Sunday,FALSE,2022,1,30,Winter,Women's
Spearsland,56183269,6,3668.82,0,0,Costa Rica,Clothing,Tuesday,FALSE,2023,8,1,Summer,Men's
Spearsland,8914811,6,1789.92,0,0,Costa Rica,Clothing,Wednesday,FALSE,2022,5,4,Spring,Men's
Spearsland,93691949,1,519.09,0,45,Costa Rica,Clothing,Thursday,FALSE,2023,10,19,Fall,Kids
Spearsland,73978756,9,1480.14,0,0,Costa Rica,Clothing,Monday,FALSE,2023,5,15,Spring,Kids
Spearsland,22928719,9,1118.51,5,27,Costa Rica,Clothing,Wednesday,FALSE,2022,5,11,Spring,Men's
Spearsland,73978756,1,156.24,5,0,Costa Rica,Clothing,Wednesday,FALSE,2022,6,29,Summer,Kids
Spearsland,71215150,6,4861.86,0,0,Costa Rica,Clothing,Thursday,FALSE,2022,8,25,Summer,Women's
Spearsland,18794205,7,4811.73,0,28,Costa Rica,Clothing,Tuesday,FALSE,2023,2,28,Winter,Women's
Spearsland,29925957,7,3448.09,20,159,Costa Rica,Clothing,Friday,FALSE,2022,3,25,Spring,Men's
Spearsland,18794205,10,6873.9,0,0,Costa Rica,Clothing,Sunday,FALSE,2022,12,11,Winter,Men's
Spearsland,73978756,3,493.38,0,94,Costa Rica,Clothing,Friday,FALSE,2022,2,18,Winter,Women's
Spearsland,56183269,2,1222.94,0,128,Costa Rica,Clothing,Thursday,FALSE,2023,3,23,Spring,Women's
Spearsland,18794205,6,3918.12,5,166,Costa Rica,Clothing,Thursday,FALSE,2023,4,6,Spring,Women's
Spearsland,56183269,1,611.47,0,0,Costa Rica,Clothing,Tuesday,FALSE,2022,12,13,Winter,Women's
Spearsland,8914811,7,2088.24,0,0,Costa Rica,Clothing,Wednesday,FALSE,2022,3,16,Spring,Women's
Spearsland,71215150,10,8103.1,0,0,Costa Rica,Clothing,Wednesday,FALSE,2022,9,21,Fall,Women's
Spearsland,93691949,7,3633.63,0,0,Cote d'Ivoire,Clothing,Wednesday,FALSE,2022,7,6,Summer,Women's
Spearsland,73978756,4,657.84,0,0,Cote d'Ivoire,Clothing,Thursday,FALSE,2023,11,9,Fall,Men's
Spearsland,8914811,8,2386.56,0,0,Cote d'Ivoire,Clothing,Thursday,FALSE,2023,10,19,Fall,Women's
Spearsland,71215150,7,5672.17,0,0,Cote d'Ivoire,Clothing,Thursday,FALSE,2023,4,13,Spring,Men's
Spearsland,24102292,3,2848.2,0,173,Cote d'Ivoire,Clothing,Wednesday,FALSE,2023,9,27,Fall,Women's
Spearsland,56183269,2,1161.79,5,0,Cote d'Ivoire,Clothing,Thursday,FALSE,2022,9,1,Fall,Women's
Spearsland,29925957,7,4310.11,0,0,Cote d'Ivoire,Clothing,Monday,FALSE,2022,10,24,Fall,Women's
Spearsland,71215150,3,2430.93,0,49,Cote d'Ivoire,Clothing,Tuesday,FALSE,2022,12,20,Winter,Women's
Spearsland,71215150,2,1620.62,0,0,Cote d'Ivoire,Clothing,Wednesday,FALSE,2023,10,25,Fall,Men's
Spearsland,93691949,5,2595.45,0,28,Cote d'Ivoire,Clothing,Wednesday,FALSE,2023,10,25,Fall,Men's
Spearsland,93691949,4,2076.36,0,21,Cote d'Ivoire,Clothing,Friday,FALSE,2023,1,20,Winter,Women's
Spearsland,18794205,10,5842.82,15,115,Cote d'Ivoire,Clothing,Monday,FALSE,2022,4,11,Spring,Women's
Spearsland,56183269,5,3057.35,0,0,Cote d'Ivoire,Clothing,Tuesday,FALSE,2023,8,29,Summer,Women's
Spearsland,71215150,4,3241.24,0,0,Cote d'Ivoire,Clothing,Wednesday,FALSE,2022,11,23,Fall,Men's
Spearsland,71215150,9,7292.79,0,21,Cote d'Ivoire,Clothing,Friday,FALSE,2022,8,5,Summer,Women's
Spearsland,56183269,6,3668.82,0,98,Cote d'Ivoire,Clothing,Monday,FALSE,2022,5,16,Spring,Women's
Spearsland,24102292,6,5696.4,0,0,Cote d'Ivoire,Clothing,Friday,FALSE,2023,1,6,Winter,Women's
Spearsland,18794205,3,2062.17,0,0,Cote d'Ivoire,Clothing,Tuesday,FALSE,2022,10,18,Fall,Men's
Spearsland,29925957,1,492.58,20,0,Cote d'Ivoire,Clothing,Tuesday,FALSE,2022,11,1,Fall,Men's
Spearsland,93691949,9,4671.81,0,0,Cote d'Ivoire,Clothing,Thursday,FALSE,2023,11,2,Fall,Kids
Spearsland,71215150,10,6482.48,20,69,Cote d'Ivoire,Clothing,Sunday,FALSE,2023,6,4,Summer,Men's
Spearsland,73978756,6,986.76,0,0,Cote d'Ivoire,Clothing,Wednesday,FALSE,2022,2,2,Winter,Women's
Spearsland,24102292,2,1898.8,0,0,Cote d'Ivoire,Clothing,Sunday,FALSE,2023,10,22,Fall,Kids
Spearsland,71215150,9,5834.23,20,0,Cote d'Ivoire,Clothing,Sunday,FALSE,2023,10,15,Fall,Women's
Spearsland,56183269,9,5503.23,0,174,Cote d'Ivoire,Clothing,Saturday,FALSE,2022,6,4,Summer,Men's
Spearsland,29925957,9,5541.57,0,163,Cote d'Ivoire,Clothing,Sunday,FALSE,2022,8,7,Summer,Women's
Spearsland,8914811,1,238.66,20,0,Cote d'Ivoire,Clothing,Tuesday,FALSE,2023,11,21,Fall,Women's
Spearsland,73978756,5,657.84,20,0,Cote d'Ivoire,Clothing,Tuesday,FALSE,2023,7,11,Summer,Kids
Spearsland,8914811,6,1789.92,0,38,Croatia,Clothing,Sunday,FALSE,2022,7,31,Summer,Women's
Spearsland,73978756,9,1258.12,15,0,Croatia,Clothing,Thursday,FALSE,2022,5,5,Spring,Women's
Spearsland,8914811,4,1193.28,0,120,Croatia,Clothing,Wednesday,FALSE,2023,1,11,Winter,Women's
Spearsland,8914811,5,1491.6,0,0,Croatia,Clothing,Wednesday,FALSE,2022,11,30,Fall,Women's
Spearsland,73978756,2,328.92,0,0,Croatia,Clothing,Wednesday,FALSE,2022,11,23,Fall,Kids
Spearsland,71215150,9,6198.87,15,153,Croatia,Clothing,Thursday,FALSE,2023,6,29,Summer,Women's
Spearsland,73978756,4,657.84,0,62,Croatia,Clothing,Tuesday,FALSE,2023,3,7,Spring,Kids
Spearsland,73978756,4,657.84,0,0,Croatia,Clothing,Wednesday,FALSE,2022,2,9,Winter,Women's
Spearsland,29925957,3,1847.19,0,0,Croatia,Clothing,Thursday,FALSE,2022,9,8,Fall,Women's
Spearsland,29925957,13,6803.82,15,26,Croatia,Clothing,Wednesday,FALSE,2022,5,18,Spring,Women's
Spearsland,18794205,7,4089.97,15,26,Croatia,Clothing,Saturday,FALSE,2022,5,14,Spring,Women's
Spearsland,56183269,4,2323.59,5,0,Croatia,Clothing,Wednesday,FALSE,2022,2,2,Winter,Men's
Spearsland,93691949,9,3737.45,20,9,Croatia,Clothing,Friday,FALSE,2022,7,1,Summer,Women's
Spearsland,24102292,5,4747,0,0,Croatia,Clothing,Friday,FALSE,2022,3,18,Spring,Kids
Spearsland,24102292,14,11297.86,15,0,Croatia,Clothing,Tuesday,FALSE,2023,2,21,Winter,Women's
Spearsland,8914811,1,298.32,0,0,Croatia,Clothing,Monday,FALSE,2022,10,31,Fall,Men's
Spearsland,56183269,6,3668.82,0,0,Croatia,Clothing,Wednesday,FALSE,2022,11,9,Fall,Women's
Spearsland,18794205,16,10998.24,0,0,Croatia,Clothing,Thursday,FALSE,2023,7,13,Summer,Men's
Spearsland,18794205,8,5499.12,0,5,Croatia,Clothing,Thursday,FALSE,2023,2,23,Winter,Women's
Spearsland,71215150,4,3241.24,0,26,Croatia,Clothing,Tuesday,FALSE,2023,1,24,Winter,Women's
Spearsland,73978756,1,148.01,10,68,Croatia,Clothing,Tuesday,FALSE,2023,9,19,Fall,Women's
Spearsland,56183269,6,3668.82,0,0,Croatia,Clothing,Monday,FALSE,2023,12,4,Winter,Men's
Spearsland,93691949,6,3114.54,0,14,Croatia,Clothing,Saturday,FALSE,2022,7,16,Summer,Women's
Spearsland,18794205,4,2749.56,0,81,Croatia,Clothing,Friday,FALSE,2023,10,27,Fall,Men's
Spearsland,29925957,10,6157.3,0,0,Croatia,Clothing,Thursday,FALSE,2023,6,8,Summer,Kids
Spearsland,73978756,7,1151.22,0,91,Cuba,Clothing,Sunday,FALSE,2022,1,2,Winter,Women's
Spearsland,22928719,12,1569.84,0,84,Cuba,Clothing,Friday,FALSE,2022,4,22,Spring,Kids
Spearsland,29925957,10,6157.3,0,123,Cuba,Clothing,Thursday,FALSE,2023,6,22,Summer,Women's
Spearsland,8914811,7,2088.24,0,16,Cuba,Clothing,Tuesday,FALSE,2022,8,2,Summer,Women's
Spearsland,56183269,9,5503.23,0,0,Cuba,Clothing,Sunday,FALSE,2023,3,19,Spring,Men's
Spearsland,93691949,6,3114.54,0,0,Cuba,Clothing,Friday,FALSE,2022,8,12,Summer,Kids
Spearsland,29925957,4,2216.63,10,0,Cuba,Clothing,Sunday,FALSE,2022,10,23,Fall,Women's
Spearsland,71215150,3,2430.93,0,95,Cuba,Clothing,Saturday,FALSE,2022,7,16,Summer,Women's
Spearsland,29925957,6,3694.38,0,0,Cuba,Clothing,Thursday,FALSE,2022,6,16,Summer,Women's
Spearsland,93691949,0,0,0,0,Cuba,Clothing,Monday,FALSE,2023,2,27,Winter,Kids
Spearsland,29925957,3,1847.19,0,0,Cuba,Clothing,Tuesday,FALSE,2022,8,2,Summer,Women's
Spearsland,8914811,9,2684.88,0,3,Cuba,Clothing,Saturday,FALSE,2023,4,8,Spring,Men's
Spearsland,29925957,4,2093.48,15,0,Cuba,Clothing,Saturday,FALSE,2022,11,19,Fall,Men's
Spearsland,8914811,7,2088.24,0,70,Cuba,Clothing,Tuesday,FALSE,2022,11,29,Fall,Kids
Spearsland,22928719,5,654.1,0,0,Cuba,Clothing,Saturday,FALSE,2023,12,2,Winter,Women's
Spearsland,8914811,6,1789.92,0,68,Cuba,Clothing,Wednesday,FALSE,2022,2,2,Winter,Women's
Spearsland,93691949,3,1557.27,0,72,Cuba,Clothing,Monday,FALSE,2023,12,4,Winter,Women's
Spearsland,22928719,4,523.28,0,82,Cuba,Clothing,Monday,FALSE,2023,4,17,Spring,Women's
Spearsland,18794205,10,6873.9,0,0,Cuba,Clothing,Wednesday,FALSE,2022,8,17,Summer,Women's
Spearsland,93691949,7,3633.63,0,0,Cuba,Clothing,Sunday,FALSE,2022,1,30,Winter,Women's
Spearsland,93691949,3,1557.27,0,0,Cuba,Clothing,Monday,FALSE,2022,4,11,Spring,Kids
Spearsland,73978756,9,1480.14,0,138,Cuba,Clothing,Friday,FALSE,2023,6,23,Summer,Kids
Spearsland,22928719,5,654.1,0,78,Cyprus,Clothing,Tuesday,FALSE,2023,3,14,Spring,Women's
Spearsland,24102292,8,7595.2,0,66,Cyprus,Clothing,Friday,FALSE,2023,10,13,Fall,Women's
Spearsland,24102292,14,10633.28,20,121,Cyprus,Clothing,Sunday,FALSE,2022,5,22,Spring,Women's
Spearsland,24102292,10,9494,0,0,Cyprus,Clothing,Saturday,FALSE,2022,12,17,Winter,Women's
Spearsland,29925957,12,7388.76,0,0,Cyprus,Clothing,Friday,FALSE,2023,6,2,Summer,Women's
Spearsland,93691949,5,2595.45,0,0,Cyprus,Clothing,Tuesday,FALSE,2022,3,1,Spring,Kids
Spearsland,93691949,3,1557.27,0,36,Cyprus,Clothing,Tuesday,FALSE,2023,8,1,Summer,Women's
Spearsland,22928719,4,523.28,0,112,Cyprus,Clothing,Thursday,FALSE,2022,5,12,Spring,Men's
Spearsland,73978756,3,493.38,0,0,Cyprus,Clothing,Sunday,FALSE,2023,3,5,Spring,Kids
Spearsland,29925957,12,7388.76,0,0,Cyprus,Clothing,Friday,FALSE,2022,3,11,Spring,Kids
Spearsland,24102292,3,2278.56,20,126,Cyprus,Clothing,Thursday,FALSE,2022,1,13,Winter,Kids
Spearsland,18794205,2,1374.78,0,0,Cyprus,Clothing,Wednesday,FALSE,2023,2,1,Winter,Women's
Spearsland,56183269,5,3057.35,0,0,Cyprus,Clothing,Friday,FALSE,2023,12,1,Winter,Men's
Spearsland,24102292,9,8544.6,0,0,Cyprus,Clothing,Friday,FALSE,2023,2,10,Winter,Kids
Spearsland,93691949,5,2595.45,0,0,Cyprus,Clothing,Friday,FALSE,2023,12,15,Winter,Kids
Spearsland,22928719,19,2485.58,0,0,Cyprus,Clothing,Saturday,FALSE,2023,4,1,Spring,Women's
Spearsland,93691949,7,3451.95,5,0,Cyprus,Clothing,Monday,FALSE,2023,8,14,Summer,Men's
Spearsland,24102292,6,5696.4,0,111,Cyprus,Clothing,Thursday,FALSE,2022,6,23,Summer,Women's
Spearsland,93691949,7,3633.63,0,0,Cyprus,Clothing,Thursday,FALSE,2022,8,18,Summer,Women's
Spearsland,18794205,9,6186.51,0,186,Cyprus,Clothing,Saturday,FALSE,2023,11,25,Fall,Women's
Spearsland,73978756,7,1151.22,0,0,Cyprus,Clothing,Sunday,FALSE,2023,6,18,Summer,Women's
Spearsland,22928719,9,1177.38,0,0,Czech Republic,Clothing,Monday,FALSE,2022,12,26,Winter,Kids
Spearsland,8914811,1,298.32,0,0,Czech Republic,Clothing,Tuesday,FALSE,2023,3,7,Spring,Men's
Spearsland,93691949,3,1557.27,0,0,Czech Republic,Clothing,Saturday,FALSE,2023,1,21,Winter,Men's
Spearsland,93691949,4,2076.36,0,0,Czech Republic,Clothing,Sunday,FALSE,2022,12,4,Winter,Women's
Spearsland,73978756,4,657.84,0,26,Czech Republic,Clothing,Thursday,FALSE,2022,11,3,Fall,Women's
Spearsland,18794205,6,4124.34,0,16,Czech Republic,Clothing,Saturday,FALSE,2022,10,1,Fall,Women's
Spearsland,29925957,9,4433.26,20,0,Czech Republic,Clothing,Saturday,FALSE,2023,5,13,Spring,Kids
Spearsland,71215150,4,3241.24,0,0,Czech Republic,Clothing,Thursday,FALSE,2022,12,8,Winter,Women's
Spearsland,93691949,6,3114.54,0,95,Czech Republic,Clothing,Saturday,FALSE,2022,10,1,Fall,Women's
Spearsland,56183269,7,4280.29,0,23,Czech Republic,Clothing,Tuesday,FALSE,2023,2,14,Winter,Women's
Spearsland,8914811,5,1342.44,10,129,Czech Republic,Clothing,Saturday,FALSE,2022,12,10,Winter,Women's
Spearsland,8914811,3,894.96,0,38,Czech Republic,Clothing,Wednesday,FALSE,2022,11,9,Fall,Men's
Spearsland,22928719,5,654.1,0,153,Czech Republic,Clothing,Friday,FALSE,2023,2,3,Winter,Women's
Spearsland,29925957,14,8620.22,0,0,Czech Republic,Clothing,Thursday,FALSE,2022,9,22,Fall,Women's
